CustomerID,exp_purchases,exp_aov,exp_clv,exp_clv_disc
18102,19.34886230224899,8043.319949999418,155629.09016547096,154088.2080846247
14646,20.775491583223346,5265.091448887968,109384.86308127319,108301.84463492395
14156,35.83417216238104,2475.1265753822195,88694.11182593105,87815.95230290202
14911,58.27251058311549,1185.0965399767724,69058.55066781002,68374.80264139606
13694,22.26635270663339,2630.9990794533355,58582.753473935736,58002.72621181756
16754,11.09709527375329,3314.87969803436,36785.53583011783,36421.32260407705
17511,11.134533952794158,3252.835146181221,36218.80337799695,35860.201364353416
15061,18.433011754464026,1954.7042561401088,36031.08652993148,35674.34309894206
16684,8.488221432979639,4160.901917713947,35318.656838465606,34968.96716679763
17949,19.398211921733587,1360.39414205228,26389.21386461507,26127.93451942086
13089,30.875542434149423,851.2547747471036,26282.952919976506,26022.725663343073
15311,50.029855653049324,505.33536940446305,25281.855587685644,25031.54018582737
12931,13.85375901553824,1591.3919848355167,22046.761057170334,21828.476294228054
17850,10.295121184131244,2130.717413352043,21935.993979597944,21718.805920394003
17450,8.22539777916244,2637.852409414182,21697.385350153705,21482.559752627432
13093,16.728987763956106,1253.6001152149747,20971.460988325278,20763.822760718096
15838,6.7680067373966235,2668.236680501873,18058.643830605477,17879.845376837107
13798,21.564590040059425,820.1337342591155,17685.847757320866,17510.740353783036
16029,15.50362659942753,1124.2176942447736,17429.45134804036,17256.882522812237
14298,9.046732528893871,1882.016830901243,17026.102884040032,16857.527607960426
12454,7.69740490022793,2129.5430129527435,16391.954823148597,16229.658240741184
12415,6.181977004626466,2464.870599059688,15237.773362766855,15086.904319571144
16422,22.689016842115215,642.262002567346,14572.293393301159,14428.013260694217
13881,9.149635369924935,1577.405624145363,14432.686291398932,14289.788407325676
15769,8.576853392089317,1614.161900011019,13844.429967490845,13707.356403456282
17841,38.68012718259221,350.5598618072833,13559.700039817668,13425.44558397789
13902,2.0196340075593873,6585.067947542697,13299.427168946526,13167.749672224283
14680,16.267540685399503,791.3880068532562,12873.936599422566,12746.471880616402
13081,7.577751330908672,1692.0571502354912,12821.98832217053,12695.037942743098
16705,6.19511376685295,1884.092574250567,11672.167844765101,11556.6018265001
13802,8.116994828626538,1432.445729306503,11627.154577069054,11512.034234721836
17389,9.345834507052784,1179.1664664522739,11020.29465172916,10911.182823494219
14733,10.2597346257803,1071.2532690232595,10990.774257178275,10881.9547100775
13777,10.675440732297517,1027.4746537967992,10968.74477054564,10860.1433371739
13408,16.728987763956145,634.8110190810086,10619.745770630723,10514.599772901705
12748,43.954365398785455,240.78455013206366,10583.5320988869,10478.744652363268
16779,13.924608238219774,705.1858018727162,9819.43602623244,9722.213887358852
17381,8.20179220006557,1186.3795091363654,9730.438204352262,9634.097232031942
14031,10.702738257713456,897.4520747948508,9605.194655371168,9510.093718189275
15039,19.333604331292975,483.9008132247841,9355.546858478878,9262.917681662255
17920,16.351377299681133,550.722184463084,9005.066225460476,8915.907153921264
17677,8.690280658039136,1031.9128655189118,8967.612416000738,8878.824174258158
12709,6.6625524626479455,1329.759149673222,8859.590097383963,8771.871383548478
12482,3.0693513476532517,2869.0641852228814,8806.166023417529,8718.976260809435
12471,12.673432698514793,690.5510936419129,8751.65281015657,8665.002782333237
16013,9.908891115767155,882.2900019847581,8742.515562196955,8655.956002175202
14866,8.999217826502445,967.1224054954891,8703.345191944933,8617.17345737122
12921,12.937908467753413,670.6350922489522,8676.61543878031,8590.708355228031
14606,43.381705202848444,199.51318366181025,8655.222117698411,8569.526849206348
14063,3.381699718162991,2535.171534549484,8573.188863880827,8488.305805822602
14527,31.33463565464614,272.6122128201085,8542.204363724952,8457.628082895992
12433,5.840810415818838,1456.058309095071,8504.560537802057,8420.356968120848
18008,6.176807322455377,1373.5542704901366,8484.18007575333,8400.178292825078
17940,1.957662596338847,4318.801880927665,8454.756903289948,8371.04643890094
17448,10.349326510937225,804.2028220248648,8322.957586152463,8240.552065497488
17675,15.584358417044188,528.2046020312603,8231.729835587346,8150.227559987472
18251,3.0251710411701964,2668.2691544961167,8071.970576229337,7992.050075474591
14258,6.1157049571574715,1312.4818937370394,8026.752023707038,7947.279231393107
13767,13.85375901553842,565.0886605610033,7828.60212582553,7751.091213688643
15856,10.702738257713456,718.6074141074193,7691.067063244013,7614.9178844000135
18055,11.246010290320164,678.7609544569543,7633.352678490445,7557.774929198461
12681,10.983593089891382,684.9569139899575,7523.288027373423,7448.800027102398
16210,7.002694968324406,1066.852701312744,7470.844043426054,7396.875290520845
13078,13.853759015538445,537.893186017542,7451.842575187221,7378.061955630912
17404,3.666612601894547,1996.6953858554339,7321.108463922228,7248.622241507156
15523,6.0845085273310096,1166.5778975393894,7098.0531653742955,7027.7754112616785
13564,10.675440732297506,656.6448691776308,7009.9733830730465,6940.567706012917
17865,8.358655728827836,821.3565699156517,6865.436798535843,6797.462176768161
12678,4.1721209098045895,1635.105031559802,6821.855891897343,6754.312764254795
12476,8.365071832618016,802.2364674162616,6710.76567668275,6644.322452161139
15768,13.464341096468857,496.12394411426044,6679.982009679856,6613.843573940451
12647,11.442038741992961,574.4233709280904,6572.574464465404,6507.499469767727
17589,6.818419730237825,945.8508016075164,6449.207767541952,6385.354225289062
12939,4.744247453901318,1343.650668020336,6374.611260688284,6311.496297711173
14062,4.805276413578327,1319.8845489756427,6342.410091839124,6279.6139523159645
15808,7.900730454935336,785.1271844058217,6203.078256832707,6141.661640428422
17377,23.070957685706706,267.02073507200714,6160.424080052578,6099.429782230275
13001,8.86166969742349,692.7324559486425,6138.766213301838,6077.9863498038
12621,8.498269097655523,698.865138705737,5939.144011691706,5880.340605635352
16019,6.276611857426652,939.5371893154135,5897.110262950434,5838.723032624192
13090,12.38014165328902,475.9449981671129,5892.26649648324,5833.9272242408315
15513,6.814488467164279,861.30914123284,5869.381209594358,5811.2685243508495
17428,5.611104085472609,1044.2611540377288,5859.458027721441,5801.443591803407
16549,14.508973508433613,402.92563972365537,5846.037432619181,5788.155873880378
14667,12.970906834780642,443.2117223201785,5748.857958297704,5691.938572571984
14800,8.499342618117403,670.9381027627919,5702.532810930631,5646.072090030328
18118,16.231767505794892,346.46756136597674,5623.780904392259,5568.0999053388705
12766,6.5337523525130115,848.7208954520697,5545.33214728691,5490.427868600901
14895,5.74258789214053,964.2028915427222,5537.019850540125,5482.197871821906
16553,5.187528411205431,1065.1396381727975,5525.442134922459,5470.73478705194
15281,11.52082286453147,475.9975122211216,5483.883022257195,5429.587150749698
17243,18.433011754463998,295.69046557478435,5450.465827622932,5396.500819428646
16652,3.9208865773542128,1367.4009025998455,5361.42384486577,5308.340440461158
12682,10.190356824398092,509.79130628113234,5194.955316980755,5143.52011582253
16133,13.350059325289505,387.13988649517427,5168.340451896422,5117.168764253883
14277,2.009034402947384,2559.0823252574633,5141.2844314168315,5090.3806251651795
16525,10.216347511800864,499.5850177968854,5103.9341535022,5053.400151982377
16746,10.730175742721972,475.5793317071755,5103.049808824261,5052.524563192338
13027,6.428865150742461,791.982772854607,5091.5504483933655,5041.139057815213
12356,5.12912823381123,989.0689134648576,5073.061289237597,5022.832959641185
12967,5.924728083339514,854.5833791798409,5063.174146181984,5013.043709091073
14543,9.274506276612868,542.0105734365301,5026.880465327638,4977.109371611523
13319,10.785474919304045,459.40273311392565,4954.876655859975,4905.81847114849
17315,8.22539777916215,596.444665048386,4905.994623282108,4857.420419091196
17340,4.104654888538329,1182.9209415867192,4855.48222563829,4807.408144196327
17722,7.5005986352529375,645.2026852817307,4839.40638068568,4791.491466025426
15615,9.298161070807364,511.2695797915136,4753.866903505491,4706.798914361872
14134,4.805276413578294,979.9372171689696,4708.8691964496,4662.24672915802
12472,5.80302390229611,797.9614007008472,4630.5890813767,4584.741664729406
15251,4.446867736880581,1030.7993885201092,4583.828544006305,4538.444102976539
17735,8.585093504961414,533.1614237057887,4577.240675752547,4531.921461141135
18172,9.516611665698349,480.7782481711565,4575.379885159644,4530.079094217469
18087,5.153178811580014,887.1404197343404,4571.593213871203,4526.329914723963
14045,5.704666702489577,800.6845418551966,4567.638445119462,4522.414302098477
15640,4.855847992034897,937.352078236676,4551.6392069353005,4506.573472213169
16812,10.939253830891076,409.2269980554371,4476.6380061819955,4432.314857605936
17044,4.303010167444574,1033.0441042378711,4445.199283954232,4401.187409855675
15498,6.785907859522807,645.7745000395004,4382.166255297457,4338.778470591541
15093,6.645295416965295,657.1639294769848,4367.048448748312,4323.810345295358
